PurchaseOrderID,ProductID,UnitPrice,LineTotal,Name,ProductNumber,DaysToManufacture,
2374,352,1.47,808.5,Front Derailleur Linkage,FL-2301,0,
2375,507,22.1655,12191.025,LL Mountain Rim,RM-M464,0,
2375,508,29.2845,16106.475,ML Mountain Rim,RM-M692,0,
2376,491,19.9815,59.9445,HL Nipple,NI-9522,0,
2377,341,41.1705,123.5115,Flat Washer 1,FW-1000,0,
2377,342,39.0705,117.2115,Flat Washer 6,FW-1200,0,
2377,343,43.344,130.032,Flat Washer 2,FW-1400,0,
2377,344,39.0705,117.2115,Flat Washer 9,FW-3400,0,
2377,345,36.9705,110.9115,Flat Washer 4,FW-3800,0,
2377,346,41.244,123.732,Flat Washer 3,FW-5160,0,
2378,935,31.4895,17319.225,LL Mountain Pedal,PD-M282,1,
2378,936,48.2895,26559.225,ML Mountain Pedal,PD-M340,1,
2379,389,43.344,130.032,Hex Nut 2,HN-5400,0,
2379,390,39.0705,117.2115,Hex Nut 20,HN-5811,0,
2379,391,36.9705,110.9115,Hex Nut 21,HN-5818,0,
2379,392,41.244,123.732,Hex Nut 3,HN-6320,0,
2379,393,36.9705,110.9115,Hex Nut 14,HN-7161,0,
2380,487,5.8065,3193.575,Metal Sheet 6,MS-2348,0,
2380,488,8.862,4874.1,Metal Sheet 1,MS-6061,0,
2380,489,10.4685,5757.675,Metal Tread Plate,MT-1000,0,
2381,402,47.4705,142.4115,Keyed Washer,KW-4091,0,
2382,510,23.079,12693.45,LL Road Rim,RM-R436,0,
2382,511,29.274,16100.7,ML Road Rim,RM-R600,0,
2383,405,45.3705,136.1115,External Lock Washer 9,LE-1201,0,
2383,406,43.2705,129.8115,External Lock Washer 5,LE-1400,0,
2383,407,47.544,142.632,External Lock Washer 7,LE-3800,0,
2384,525,2.3205,1276.275,LL Shell,SH-4562,0,
2385,526,3.6435,2003.925,HL Shell,SH-9312,0,
2386,908,21.0945,11601.975,LL Mountain Seat/Saddle,SE-M236,1,
2386,909,30.4395,16741.725,ML Mountain Seat/Saddle,SE-M798,1,
2386,913,40.9395,22516.725,HL Road Seat/Saddle,SE-R995,1,
2387,356,3.6015,216.09,LL Grip Tape,GT-0820,0,
2387,357,3.9795,238.77,ML Grip Tape,GT-1209,0,
2388,935,31.4895,17319.225,LL Mountain Pedal,PD-M282,1,
2388,936,48.2895,26559.225,ML Mountain Pedal,PD-M340,1,
2389,524,12.9675,7132.125,HL Spindle/Axle,SD-9872,0,
2390,911,21.0945,11601.975,LL Road Seat/Saddle,SE-R581,1,
2390,912,30.4395,16741.725,ML Road Seat/Saddle,SE-R908,1,
2391,910,40.9395,22516.725,HL Mountain Seat/Saddle,SE-M940,1,
2392,937,62.9895,34644.225,HL Mountain Pedal,PD-M562,1,
2393,465,49.6965,149.0895,Lock Washer 10,LW-1201,0,
2393,466,45.423,136.269,Lock Washer 6,LW-1400,0,
2393,467,43.323,129.969,Lock Washer 13,LW-3400,0,
2394,462,47.6805,143.0415,Lower Head Race,LR-8520,0,
2395,510,23.4045,12872.475,LL Road Rim,RM-R436,0,
2395,511,27.867,15326.85,ML Road Rim,RM-R600,0,
2396,527,6.7515,3713.325,Spokes,SK-9283,0,
2397,938,31.4895,17319.225,LL Road Pedal,PD-R347,1,
2397,939,48.2895,26559.225,ML Road Pedal,PD-R563,1,
2397,509,36.2775,19952.625,HL Mountain Rim,RM-M823,0,
2398,492,50.7465,3044.79,Paint - Black,PA-187B,0,
2398,493,58.2645,3495.87,Paint - Red,PA-361R,0,
2398,494,50.7465,3044.79,Paint - Silver,PA-529S,0,
2398,495,62.9265,3775.59,Paint - Blue,PA-632U,0,
2398,496,49.6545,2979.27,Paint - Yellow,PA-823Y,0,
2399,523,10.3845,5711.475,LL Spindle/Axle,SD-2342,0,
2400,433,43.554,130.662,Thin-Jam Lock Nut 14,LJ-5818,0,
2400,434,39.2805,117.8415,Thin-Jam Lock Nut 7,LJ-7161,0,
2400,435,37.1805,111.5415,Thin-Jam Lock Nut 8,LJ-7162,0,
2401,490,12.7155,38.1465,LL Nipple,NI-4127,0,
2401,491,19.9395,59.8185,HL Nipple,NI-9522,0,
2402,528,38.157,114.471,Seat Lug,SL-0931,0,
2403,505,44.2155,132.6465,Cone-Shaped Race,RA-7490,0,
2404,938,31.4895,17319.225,LL Road Pedal,PD-R347,1,
2404,939,48.2895,26559.225,ML Road Pedal,PD-R563,1,
2405,358,6.9825,418.95,HL Grip Tape,GT-2908,0,
2406,375,43.2705,129.8115,Hex Nut 5,HN-1024,0,
2406,376,47.544,142.632,Hex Nut 6,HN-1032,0,
2406,377,43.2705,129.8115,Hex Nut 16,HN-1213,0,
2406,378,41.1705,123.5115,Hex Nut 17,HN-1220,0,
2407,356,3.381,202.86,LL Grip Tape,GT-0820,0,
2407,357,4.3155,258.93,ML Grip Tape,GT-1209,0,
2408,394,43.344,130.032,Hex Nut 15,HN-7162,0,
2408,395,39.0705,117.2115,Hex Nut 4,HN-8320,0,
2408,396,36.9705,110.9115,Hex Nut 18,HN-9161,0,
2408,397,41.244,123.732,Hex Nut 19,HN-9168,0,
2409,490,12.3585,37.0755,LL Nipple,NI-4127,0,
2410,513,39.1965,21558.075,Touring Rim,RM-T801,0,
2411,410,36.9705,110.9115,External Lock Washer 8,LE-7160,0,
2411,411,34.8705,104.6115,External Lock Washer 2,LE-8000,0,
2411,412,39.144,117.432,Internal Lock Washer 3,LI-1000,0,
2411,413,47.5755,142.7265,Internal Lock Washer 4,LI-1200,0,
2412,931,34.8705,19178.775,LL Road Tire,TI-R092,0,
2412,932,39.7635,21869.925,ML Road Tire,TI-R628,0,
2413,424,49.854,149.562,Thin-Jam Lock Nut 1,LJ-1420,0,
2413,425,45.5805,136.7415,Thin-Jam Lock Nut 2,LJ-1428,0,
2413,426,43.4805,130.4415,Thin-Jam Lock Nut 15,LJ-3410,0,
2414,341,47.5755,142.7265,Flat Washer 1,FW-1000,0,
2414,342,45.4755,136.4265,Flat Washer 6,FW-1200,0,
2415,931,34.3455,18890.025,LL Road Tire,TI-R092,0,
2415,932,39.2385,21581.175,ML Road Tire,TI-R628,0,
2416,347,43.2705,129.8115,Flat Washer 8,FW-5800,0,
2416,348,41.1705,123.5115,Flat Washer 5,FW-7160,0,
2416,349,45.444,136.332,Flat Washer 7,FW-9160,0,
2417,928,32.7705,18023.775,LL Mountain Tire,TI-M267,0,
2417,929,37.086,20397.3,ML Mountain Tire,TI-M602,0,
2417,930,43.0395,23671.725,HL Mountain Tire,TI-M823,0,
2418,332,10.815,5948.25,Freewheel,FH-2981,0,
2419,948,82.8345,45558.975,Front Brakes,FB-9873,1,
2419,907,82.8345,45558.975,Rear Brakes,RB-9231,1,
2420,325,0.21,262.5,Decal 1,DC-8732,0,
2420,326,0.21,262.5,Decal 2,DC-9824,0,
2421,322,28.6965,1721.79,Chainring,CR-7833,0,
2422,930,42.5145,23382.975,HL Mountain Tire,TI-M823,0,
2422,921,5.586,3072.3,Mountain Tire Tube,TT-M928,0,
2423,952,15.7395,944.37,Chain,CH-0234,1,
2424,933,43.4595,23902.725,HL Road Tire,TI-R982,0,
2424,934,37.6215,20691.825,Touring Tire,TI-T723,0,
2425,317,29.5785,16268.175,LL Crankarm,CA-5965,0,
2425,318,36.099,19854.45,ML Crankarm,CA-6738,0,
2425,319,48.5835,26720.925,HL Crankarm,CA-7457,0,
2426,928,32.2455,17735.025,LL Mountain Tire,TI-M267,0,
2426,929,36.561,20108.55,ML Mountain Tire,TI-M602,0,
2427,319,46.4205,25531.275,HL Crankarm,CA-7457,0,
2428,359,47.523,142.569,Thin-Jam Hex Nut 9,HJ-1213,0,
2428,360,45.423,136.269,Thin-Jam Hex Nut 10,HJ-1220,0,
2428,361,49.6965,149.0895,Thin-Jam Hex Nut 1,HJ-1420,0,
2428,362,45.423,136.269,Thin-Jam Hex Nut 2,HJ-1428,0,
2428,363,43.323,129.969,Thin-Jam Hex Nut 15,HJ-3410,0,
2429,2,41.916,125.748,Bearing Ball,BA-8327,0,
2430,1,50.2635,150.7905,Adjustable Race,AR-5381,0,
2431,366,41.3805,124.1415,Thin-Jam Hex Nut 6,HJ-3824,0,
2431,367,45.654,136.962,Thin-Jam Hex Nut 3,HJ-5161,0,
2431,368,41.3805,124.1415,Thin-Jam Hex Nut 4,HJ-5162,0,
2431,369,39.2805,117.8415,Thin-Jam Hex Nut 13,HJ-5811,0,
2432,530,16.086,8847.3,Seat Post,SP-2981,0,
2433,4,57.0255,171.0765,Headset Ball Bearings,BE-2908,0,
2434,512,37.086,20397.3,HL Road Rim,RM-R800,0,
2435,513,26.5965,14628.075,Touring Rim,RM-T801,0,
2436,317,27.0585,14882.175,LL Crankarm,CA-5965,0,
2436,318,33.579,18468.45,ML Crankarm,CA-6738,0,
2436,319,46.0635,25334.925,HL Crankarm,CA-7457,0,
2437,408,47.544,142.632,External Lock Washer 6,LE-5160,0,
2437,409,43.2705,129.8115,External Lock Washer 1,LE-6000,0,
2437,410,41.1705,123.5115,External Lock Washer 8,LE-7160,0,
2437,411,45.444,136.332,External Lock Washer 2,LE-8000,0,
2437,412,41.1705,123.5115,Internal Lock Washer 3,LI-1000,0,
2437,413,39.0705,117.2115,Internal Lock Washer 4,LI-1200,0,
2438,422,47.523,142.569,Thin-Jam Lock Nut 9,LJ-1213,0,
2438,423,45.423,136.269,Thin-Jam Lock Nut 10,LJ-1220,0,
2438,424,49.6965,149.0895,Thin-Jam Lock Nut 1,LJ-1420,0,
2438,425,45.423,136.269,Thin-Jam Lock Nut 2,LJ-1428,0,
2438,426,43.323,129.969,Thin-Jam Lock Nut 15,LJ-3410,0,
2439,320,47.4705,142.4115,Chainring Bolts,CB-2903,0,
2439,321,42.798,128.394,Chainring Nut,CN-6137,0,
2439,322,25.4205,1525.23,Chainring,CR-7833,0,
2440,449,49.854,149.562,Lock Nut 1,LN-4400,0,
2440,450,45.5805,136.7415,Lock Nut 10,LN-5161,0,
2440,451,43.4805,130.4415,Lock Nut 11,LN-5162,0,
2441,941,62.9895,34644.225,Touring Pedal,PD-T852,1,
2442,320,45.3705,136.1115,Chainring Bolts,CB-2903,0,
2442,321,40.488,121.464,Chainring Nut,CN-6137,0,
2443,504,48.762,146.286,Cup-Shaped Race,RA-2345,0,
2444,497,34.188,102.564,Pinch Bolt,PB-6109,0,
2445,323,50.2635,150.7905,Crown Race,CR-9981,0,
2446,523,10.731,5902.05,LL Spindle/Axle,SD-2342,0,
2446,524,14.1225,7767.375,HL Spindle/Axle,SD-9872,0,
2447,492,50.2635,3015.81,Paint - Black,PA-187B,0,
2447,493,57.1515,3429.09,Paint - Red,PA-361R,0,
2447,494,53.2035,3192.21,Paint - Silver,PA-529S,0,
2447,495,63.693,3821.58,Paint - Blue,PA-632U,0,
2447,496,48.909,2934.54,Paint - Yellow,PA-823Y,0,
2448,916,40.9395,22516.725,HL Touring Seat/Saddle,SE-T924,1,
2449,506,9.198,551.88,Reflector,RF-9198,0,
2450,351,5.775,3176.25,Front Derailleur Cage,FC-3982,0,
2450,352,1.155,635.25,Front Derailleur Linkage,FL-2301,0,
2450,679,5.775,3176.25,Rear Derailleur Cage,RC-0291,0,
2451,507,23.394,12866.7,LL Mountain Rim,RM-M464,0,
2451,508,27.6465,15205.575,ML Mountain Rim,RM-M692,0,
2452,355,1.365,750.75,Guide Pulley,GP-0982,0,
2452,940,62.9895,34644.225,HL Road Pedal,PD-R853,1,
2453,679,6.195,3407.25,Rear Derailleur Cage,RC-0291,0,
2454,507,22.1655,12191.025,LL Mountain Rim,RM-M464,0,
2454,508,29.2845,16106.475,ML Mountain Rim,RM-M692,0,
2455,491,19.9815,59.9445,HL Nipple,NI-9522,0,
2456,347,36.9705,110.9115,Flat Washer 8,FW-5800,0,
2456,348,34.8705,104.6115,Flat Washer 5,FW-7160,0,
2456,349,39.144,117.432,Flat Washer 7,FW-9160,0,
2457,935,31.4895,17319.225,LL Mountain Pedal,PD-M282,1,
2457,936,48.2895,26559.225,ML Mountain Pedal,PD-M340,1,
2458,394,43.218,129.654,Hex Nut 15,HN-7162,0,
2458,395,47.4915,142.4745,Hex Nut 4,HN-8320,0,
2458,396,43.2705,129.8115,Hex Nut 18,HN-9161,0,
2458,397,47.544,142.632,Hex Nut 19,HN-9168,0,
2459,476,15.8865,8737.575,Metal Angle,MA-7075,0,
2459,477,11.6655,6416.025,Metal Bar 1,MB-2024,0,
2459,478,11.088,6098.4,Metal Bar 2,MB-6061,0,
2459,479,15.8865,8737.575,Metal Plate 2,MP-2066,0,
2459,480,11.6655,6416.025,Metal Plate 1,MP-2503,0,
2460,402,47.4705,142.4115,Keyed Washer,KW-4091,0,
2461,512,34.9755,19236.525,HL Road Rim,RM-R800,0,
2462,408,43.2705,129.8115,External Lock Washer 6,LE-5160,0,
2462,409,41.1705,123.5115,External Lock Washer 1,LE-6000,0,
2463,525,2.3205,1276.275,LL Shell,SH-4562,0,
2464,526,3.6435,2003.925,HL Shell,SH-9312,0,
2465,908,21.0945,11601.975,LL Mountain Seat/Saddle,SE-M236,1,
2465,909,30.4395,16741.725,ML Mountain Seat/Saddle,SE-M798,1,
2465,913,40.9395,22516.725,HL Road Seat/Saddle,SE-R995,1,
2466,356,3.6015,216.09,LL Grip Tape,GT-0820,0,
2466,357,3.9795,238.77,ML Grip Tape,GT-1209,0,
2467,935,31.4895,17319.225,LL Mountain Pedal,PD-M282,1,
2467,936,48.2895,26559.225,ML Mountain Pedal,PD-M340,1,
2468,524,12.9675,7132.125,HL Spindle/Axle,SD-9872,0,
2469,911,21.0945,11601.975,LL Road Seat/Saddle,SE-R581,1,
2469,912,30.4395,16741.725,ML Road Seat/Saddle,SE-R908,1,
2470,910,40.9395,22516.725,HL Mountain Seat/Saddle,SE-M940,1,
2471,937,62.9895,34644.225,HL Mountain Pedal,PD-M562,1,
2472,468,47.5965,142.7895,Lock Washer 8,LW-3800,0,
2472,469,43.323,129.969,Lock Washer 1,LW-4000,0,
2473,462,47.6805,143.0415,Lower Head Race,LR-8520,0,
2474,510,23.4045,12872.475,LL Road Rim,RM-R436,0,
2474,511,27.867,15326.85,ML Road Rim,RM-R600,0,
2475,527,6.7515,3713.325,Spokes,SK-9283,0,
2476,938,31.4895,17319.225,LL Road Pedal,PD-R347,1,
2476,939,48.2895,26559.225,ML Road Pedal,PD-R563,1,
2476,509,36.2775,19952.625,HL Mountain Rim,RM-M823,0,
2477,492,50.7465,3044.79,Paint - Black,PA-187B,0,
2477,493,58.2645,3495.87,Paint - Red,PA-361R,0,
2477,494,50.7465,3044.79,Paint - Silver,PA-529S,0,
2477,495,62.9265,3775.59,Paint - Blue,PA-632U,0,
2477,496,49.6545,2979.27,Paint - Yellow,PA-823Y,0,
2478,523,10.3845,5711.475,LL Spindle/Axle,SD-2342,0,
2479,436,41.454,124.362,Thin-Jam Lock Nut 12,LJ-9080,0,
2479,437,37.1805,111.5415,Thin-Jam Lock Nut 11,LJ-9161,0,
2480,490,12.7155,38.1465,LL Nipple,NI-4127,0,
2480,491,19.9395,59.8185,HL Nipple,NI-9522,0,
2481,528,38.157,114.471,Seat Lug,SL-0931,0,
2482,505,44.2155,132.6465,Cone-Shaped Race,RA-7490,0,
2483,938,31.4895,17319.225,LL Road Pedal,PD-R347,1,
2483,939,48.2895,26559.225,ML Road Pedal,PD-R563,1,
2484,358,6.9825,418.95,HL Grip Tape,GT-2908,0,
2485,379,45.444,136.332,Hex Nut 7,HN-1224,0,
2485,380,41.1705,123.5115,Hex Nut 8,HN-1420,0,
2485,381,39.0705,117.2115,Hex Nut 9,HN-1428,0,
2485,438,47.6805,143.0415,Lock Nut 5,LN-1024,0,
2485,439,45.5805,136.7415,Lock Nut 6,LN-1032,0,
2485,440,49.854,149.562,Lock Nut 16,LN-1213,0,
2485,441,45.5805,136.7415,Lock Nut 17,LN-1220,0,
2485,442,43.4805,130.4415,Lock Nut 7,LN-1224,0,
2485,443,47.754,143.262,Lock Nut 8,LN-1420,0,
2485,444,43.4805,130.4415,Lock Nut 9,LN-1428,0,
2485,445,41.3805,124.1415,Lock Nut 22,LN-3410,0,
2485,446,45.654,136.962,Lock Nut 23,LN-3416,0,
2485,447,41.3805,124.1415,Lock Nut 12,LN-3816,0,
2485,448,39.2805,117.8415,Lock Nut 13,LN-3824,0,
2485,449,43.554,130.662,Lock Nut 1,LN-4400,0,
2485,450,39.2805,117.8415,Lock Nut 10,LN-5161,0,
2485,451,37.1805,111.5415,Lock Nut 11,LN-5162,0,
2485,452,41.454,124.362,Lock Nut 2,LN-5400,0,
2485,453,37.1805,111.5415,Lock Nut 20,LN-5811,0,
2485,454,47.523,142.569,Lock Nut 21,LN-5818,0,
2485,455,45.423,136.269,Lock Nut 3,LN-6320,0,
2485,456,49.6965,149.0895,Lock Nut 14,LN-7161,0,
2485,457,45.423,136.269,Lock Nut 15,LN-7162,0,
2485,458,43.323,129.969,Lock Nut 4,LN-8320,0,
2485,459,47.5965,142.7895,Lock Nut 19,LN-9080,0,
2485,460,43.323,129.969,Lock Nut 18,LN-9161,0,
2486,356,3.381,202.86,LL Grip Tape,GT-0820,0,
2486,357,4.3155,258.93,ML Grip Tape,GT-1209,0,
2487,375,43.2705,129.8115,Hex Nut 5,HN-1024,0,
2487,376,41.1705,123.5115,Hex Nut 6,HN-1032,0,
2487,377,45.444,136.332,Hex Nut 16,HN-1213,0,
2487,378,41.1705,123.5115,Hex Nut 17,HN-1220,0,
2487,379,39.0705,117.2115,Hex Nut 7,HN-1224,0,
2487,380,43.344,130.032,Hex Nut 8,HN-1420,0,
2488,490,12.3585,37.0755,LL Nipple,NI-4127,0,
2489,513,39.1965,21558.075,Touring Rim,RM-T801,0,
2490,414,45.4755,136.4265,Internal Lock Washer 9,LI-1201,0,
2490,415,49.749,149.247,Internal Lock Washer 5,LI-1400,0,
2490,416,45.4755,136.4265,Internal Lock Washer 7,LI-3800,0,
2491,933,43.9845,24191.475,HL Road Tire,TI-R982,0,
2491,934,38.1465,20980.575,Touring Tire,TI-T723,0,
2492,427,47.754,143.262,Thin-Jam Lock Nut 16,LJ-3416,0,
2492,428,43.4805,130.4415,Thin-Jam Lock Nut 5,LJ-3816,0,
2493,343,49.749,149.247,Flat Washer 2,FW-1400,0,
2493,344,45.4755,136.4265,Flat Washer 9,FW-3400,0,
2493,345,43.3755,130.1265,Flat Washer 4,FW-3800,0,
2494,931,34.3455,18890.025,LL Road Tire,TI-R092,0,
2494,932,39.2385,21581.175,ML Road Tire,TI-R628,0,
2495,341,47.4705,142.4115,Flat Washer 1,FW-1000,0,
2495,342,45.3705,136.1115,Flat Washer 6,FW-1200,0,
2495,343,49.644,148.932,Flat Washer 2,FW-1400,0,
2495,344,45.3705,136.1115,Flat Washer 9,FW-3400,0,
2495,345,43.2705,129.8115,Flat Washer 4,FW-3800,0,
2495,346,47.544,142.632,Flat Washer 3,FW-5160,0,
2495,347,43.2705,129.8115,Flat Washer 8,FW-5800,0,
2495,348,41.1705,123.5115,Flat Washer 5,FW-7160,0,
2495,349,45.444,136.332,Flat Washer 7,FW-9160,0,
2496,928,32.7705,18023.775,LL Mountain Tire,TI-M267,0,
2496,929,37.086,20397.3,ML Mountain Tire,TI-M602,0,
2496,930,43.0395,23671.725,HL Mountain Tire,TI-M823,0,
2497,332,10.815,5948.25,Freewheel,FH-2981,0,
2498,948,82.8345,45558.975,Front Brakes,FB-9873,1,
2498,907,82.8345,45558.975,Rear Brakes,RB-9231,1,
2499,325,0.21,262.5,Decal 1,DC-8732,0,
2499,326,0.21,262.5,Decal 2,DC-9824,0,
2500,320,49.644,148.932,Chainring Bolts,CB-2903,0,
2500,321,44.3205,132.9615,Chainring Nut,CN-6137,0,
2500,322,28.6965,1721.79,Chainring,CR-7833,0,
2501,930,42.5145,23382.975,HL Mountain Tire,TI-M823,0,
2501,921,5.586,3072.3,Mountain Tire Tube,TT-M928,0,
2502,952,15.7395,944.37,Chain,CH-0234,1,
2503,922,6.531,3592.05,Road Tire Tube,TT-R982,0,
2503,923,6.1845,3401.475,Touring Tire Tube,TT-T092,0,
2504,317,29.5785,16268.175,LL Crankarm,CA-5965,0,
2504,318,36.099,19854.45,ML Crankarm,CA-6738,0,
2505,928,32.2455,17735.025,LL Mountain Tire,TI-M267,0,
2505,929,36.561,20108.55,ML Mountain Tire,TI-M602,0,
2506,319,46.4205,25531.275,HL Crankarm,CA-7457,0,
2507,364,47.5965,142.7895,Thin-Jam Hex Nut 16,HJ-3416,0,
2507,365,43.323,129.969,Thin-Jam Hex Nut 5,HJ-3816,0,
2507,366,41.223,123.669,Thin-Jam Hex Nut 6,HJ-3824,0,
2507,367,45.4965,136.4895,Thin-Jam Hex Nut 3,HJ-5161,0,
2507,368,41.223,123.669,Thin-Jam Hex Nut 4,HJ-5162,0,
2507,369,39.123,117.369,Thin-Jam Hex Nut 13,HJ-5811,0,
2508,2,41.916,125.748,Bearing Ball,BA-8327,0,
2509,1,50.2635,150.7905,Adjustable Race,AR-5381,0,
2510,370,43.554,130.662,Thin-Jam Hex Nut 14,HJ-5818,0,
2510,371,39.2805,117.8415,Thin-Jam Hex Nut 7,HJ-7161,0,
2510,372,37.1805,111.5415,Thin-Jam Hex Nut 8,HJ-7162,0,
2511,530,16.086,8847.3,Seat Post,SP-2981,0,
2512,4,57.0255,171.0765,Headset Ball Bearings,BE-2908,0,
2513,512,37.086,20397.3,HL Road Rim,RM-R800,0,
2514,513,26.5965,14628.075,Touring Rim,RM-T801,0,
2515,317,27.0585,14882.175,LL Crankarm,CA-5965,0,
2515,318,33.579,18468.45,ML Crankarm,CA-6738,0,
2515,319,46.0635,25334.925,HL Crankarm,CA-7457,0,
2516,414,43.344,130.032,Internal Lock Washer 9,LI-1201,0,
2516,415,39.0705,117.2115,Internal Lock Washer 5,LI-1400,0,
2516,416,36.9705,110.9115,Internal Lock Washer 7,LI-3800,0,
2516,417,41.244,123.732,Internal Lock Washer 6,LI-5160,0,
2517,427,47.5965,142.7895,Thin-Jam Lock Nut 16,LJ-3416,0,
2517,428,43.323,129.969,Thin-Jam Lock Nut 5,LJ-3816,0,
2517,429,41.223,123.669,Thin-Jam Lock Nut 6,LJ-3824,0,
2517,430,45.4965,136.4895,Thin-Jam Lock Nut 3,LJ-5161,0,
2517,431,41.223,123.669,Thin-Jam Lock Nut 4,LJ-5162,0,
2517,432,39.123,117.369,Thin-Jam Lock Nut 13,LJ-5811,0,
2518,320,47.4705,142.4115,Chainring Bolts,CB-2903,0,
2518,321,42.798,128.394,Chainring Nut,CN-6137,0,
2518,322,25.4205,1525.23,Chainring,CR-7833,0,
2519,452,47.754,143.262,Lock Nut 2,LN-5400,0,
2519,453,43.4805,130.4415,Lock Nut 20,LN-5811,0,
2519,454,41.3805,124.1415,Lock Nut 21,LN-5818,0,
2519,455,45.654,136.962,Lock Nut 3,LN-6320,0,
2519,456,41.3805,124.1415,Lock Nut 14,LN-7161,0,
2520,941,62.9895,34644.225,Touring Pedal,PD-T852,1,
2521,322,26.3655,1581.93,Chainring,CR-7833,0,
2522,504,48.762,146.286,Cup-Shaped Race,RA-2345,0,
2523,497,34.188,102.564,Pinch Bolt,PB-6109,0,
2524,323,50.2635,150.7905,Crown Race,CR-9981,0,
2525,523,10.731,5902.05,LL Spindle/Axle,SD-2342,0,
2525,524,14.1225,7767.375,HL Spindle/Axle,SD-9872,0,
2526,492,50.2635,3015.81,Paint - Black,PA-187B,0,
2526,493,57.1515,3429.09,Paint - Red,PA-361R,0,
2526,494,53.2035,3192.21,Paint - Silver,PA-529S,0,
2526,495,63.693,3821.58,Paint - Blue,PA-632U,0,
2527,908,21.0945,11601.975,LL Mountain Seat/Saddle,SE-M236,1,
2527,909,30.4395,16741.725,ML Mountain Seat/Saddle,SE-M798,1,
2527,910,40.9395,22516.725,HL Mountain Seat/Saddle,SE-M940,1,
2527,911,21.0945,11601.975,LL Road Seat/Saddle,SE-R581,1,
2527,912,30.4395,16741.725,ML Road Seat/Saddle,SE-R908,1,
2527,913,40.9395,22516.725,HL Road Seat/Saddle,SE-R995,1,
2528,506,9.198,551.88,Reflector,RF-9198,0,
2529,351,5.775,3176.25,Front Derailleur Cage,FC-3982,0,
2529,352,1.155,635.25,Front Derailleur Linkage,FL-2301,0,
2529,679,5.775,3176.25,Rear Derailleur Cage,RC-0291,0,
2530,507,23.394,12866.7,LL Mountain Rim,RM-M464,0,
2530,508,27.6465,15205.575,ML Mountain Rim,RM-M692,0,
2531,535,3.486,1917.3,Tension Pulley,TP-0923,0,
2532,351,6.195,3407.25,Front Derailleur Cage,FC-3982,0,
2532,352,1.47,808.5,Front Derailleur Linkage,FL-2301,0,
2533,507,22.1655,12191.025,LL Mountain Rim,RM-M464,0,
2533,508,29.2845,16106.475,ML Mountain Rim,RM-M692,0,
2534,491,19.9815,59.9445,HL Nipple,NI-9522,0,
2535,341,41.1705,123.5115,Flat Washer 1,FW-1000,0,
2535,342,39.0705,117.2115,Flat Washer 6,FW-1200,0,
2535,343,43.344,130.032,Flat Washer 2,FW-1400,0,
2535,344,39.0705,117.2115,Flat Washer 9,FW-3400,0,
2535,345,36.9705,110.9115,Flat Washer 4,FW-3800,0,
2535,346,41.244,123.732,Flat Washer 3,FW-5160,0,
2535,347,36.9705,110.9115,Flat Washer 8,FW-5800,0,
2535,348,34.8705,104.6115,Flat Washer 5,FW-7160,0,
2535,349,39.144,117.432,Flat Washer 7,FW-9160,0,
2536,935,31.4895,17319.225,LL Mountain Pedal,PD-M282,1,
2536,936,48.2895,26559.225,ML Mountain Pedal,PD-M340,1,
2537,375,43.344,130.032,Hex Nut 5,HN-1024,0,
2537,376,39.0705,117.2115,Hex Nut 6,HN-1032,0,
2537,377,36.9705,110.9115,Hex Nut 16,HN-1213,0,
2537,378,41.244,123.732,Hex Nut 17,HN-1220,0,
2537,379,36.9705,110.9115,Hex Nut 7,HN-1224,0,
2537,380,43.218,129.654,Hex Nut 8,HN-1420,0,
2538,481,11.088,6098.4,Metal Plate 3,MP-4960,0,
2538,482,8.757,4816.35,Metal Sheet 2,MS-0253,0,
2538,483,9.6915,5330.325,Metal Sheet 3,MS-1256,0,
2538,484,6.8775,3782.625,Metal Sheet 7,MS-1981,0,
2538,485,7.8015,4290.825,Metal Sheet 4,MS-2259,0,
2539,402,47.4705,142.4115,Keyed Washer,KW-4091,0,
2540,510,23.079,12693.45,LL Road Rim,RM-R436,0,
2540,511,29.274,16100.7,ML Road Rim,RM-R600,0,
2540,512,34.9755,19236.525,HL Road Rim,RM-R800,0,
2541,914,21.0945,11601.975,LL Touring Seat/Saddle,SE-T312,1,
2541,915,30.4395,16741.725,ML Touring Seat/Saddle,SE-T762,1,
2541,916,40.9395,22516.725,HL Touring Seat/Saddle,SE-T924,1,
2542,525,2.3205,1276.275,LL Shell,SH-4562,0,
2543,526,3.6435,2003.925,HL Shell,SH-9312,0,
2544,908,21.0945,11601.975,LL Mountain Seat/Saddle,SE-M236,1,
2544,909,30.4395,16741.725,ML Mountain Seat/Saddle,SE-M798,1,
2545,356,3.6015,216.09,LL Grip Tape,GT-0820,0,
2545,357,3.9795,238.77,ML Grip Tape,GT-1209,0,
2546,935,31.4895,17319.225,LL Mountain Pedal,PD-M282,1,
2546,936,48.2895,26559.225,ML Mountain Pedal,PD-M340,1,
2547,524,12.9675,7132.125,HL Spindle/Axle,SD-9872,0,
2548,911,21.0945,11601.975,LL Road Seat/Saddle,SE-R581,1,
2548,912,30.4395,16741.725,ML Road Seat/Saddle,SE-R908,1,
2549,910,40.9395,22516.725,HL Mountain Seat/Saddle,SE-M940,1,
2550,937,62.9895,34644.225,HL Mountain Pedal,PD-M562,1,
2551,470,41.223,123.669,Lock Washer 7,LW-5160,0,
